slim_id	slim_name	entrez_gene_id	Gene	direction
DOID:2531	hematologic cancer	11342	RNF13	down
DOID:2531	hematologic cancer	22905	EPN2	down
DOID:2531	hematologic cancer	3716	JAK1	up
DOID:2531	hematologic cancer	10577	NPC2	down
DOID:2531	hematologic cancer	10556	RPP30	up
DOID:2531	hematologic cancer	22885	ABLIM3	down
DOID:2531	hematologic cancer	9063	PIAS2	up
DOID:2531	hematologic cancer	10168	ZNF197	up
DOID:2531	hematologic cancer	3134	HLA-F	up
DOID:2531	hematologic cancer	574	BAGE	up
DOID:2531	hematologic cancer	6822	SULT2A1	up
DOID:2531	hematologic cancer	4602	MYB	up
DOID:2531	hematologic cancer	51375	SNX7	down
DOID:2531	hematologic cancer	51280	GOLM1	down
DOID:2531	hematologic cancer	5991	RFX3	up
DOID:2531	hematologic cancer	60681	FKBP10	down
DOID:2531	hematologic cancer	6938	TCF12	up
DOID:2531	hematologic cancer	4799	NFX1	up
DOID:2531	hematologic cancer	966	CD59	down
DOID:2531	hematologic cancer	56242	ZNF253	up
DOID:2531	hematologic cancer	4237	MFAP2	down
DOID:2531	hematologic cancer	1386	ATF2	up
DOID:2531	hematologic cancer	2322	FLT3	up
DOID:2531	hematologic cancer	147657	ZNF480	up
DOID:2531	hematologic cancer	8682	PEA15	down
DOID:2531	hematologic cancer	57466	SCAF4	up
DOID:2531	hematologic cancer	54850	FBXL12	up
DOID:2531	hematologic cancer	9880	ZBTB39	up
DOID:2531	hematologic cancer	1122	CHML	up
DOID:2531	hematologic cancer	8880	FUBP1	up
DOID:2531	hematologic cancer	8832	CD84	up
DOID:2531	hematologic cancer	675	BRCA2	up
DOID:2531	hematologic cancer	79158	GNPTAB	up
DOID:2531	hematologic cancer	51533	PHF7	up
DOID:2531	hematologic cancer	2548	GAA	down
DOID:2531	hematologic cancer	5426	POLE	up
DOID:2531	hematologic cancer	5457	POU4F1	up
DOID:2531	hematologic cancer	94104	GCFC1	up
DOID:2531	hematologic cancer	5297	PI4KA	up
DOID:2531	hematologic cancer	6229	RPS24	up
DOID:2531	hematologic cancer	80209	PROSER1	up
DOID:2531	hematologic cancer	27130	INVS	up
DOID:2531	hematologic cancer	27097	TAF5L	up
DOID:2531	hematologic cancer	27018	NGFRAP1	down
DOID:2531	hematologic cancer	5087	PBX1	down
DOID:2531	hematologic cancer	29988	SLC2A8	down
DOID:2531	hematologic cancer	113835	ZNF257	up
DOID:2531	hematologic cancer	7984	ARHGEF5	down
DOID:2531	hematologic cancer	171392	ZNF675	up
DOID:2531	hematologic cancer	58155	PTBP2	up
DOID:2531	hematologic cancer	6604	SMARCD3	down
DOID:2531	hematologic cancer	6697	SPR	down
DOID:2531	hematologic cancer	63931	MRPS14	up
DOID:2531	hematologic cancer	25814	ATXN10	up
DOID:2531	hematologic cancer	10610	ST6GALNAC2	down
DOID:2531	hematologic cancer	23095	KIF1B	down
DOID:2531	hematologic cancer	23286	WWC1	down
DOID:2531	hematologic cancer	2021	ENDOG	down
DOID:2531	hematologic cancer	9469	CHST3	down
DOID:2531	hematologic cancer	9371	KIF3B	down
DOID:2531	hematologic cancer	55205	ZNF532	down
DOID:2531	hematologic cancer	3875	KRT18	down
DOID:2531	hematologic cancer	10217	CTDSPL	down
DOID:2531	hematologic cancer	55742	PARVA	down
DOID:2531	hematologic cancer	2852	GPER	down
DOID:2531	hematologic cancer	51330	TNFRSF12A	down
DOID:2531	hematologic cancer	51202	DDX47	down
DOID:2531	hematologic cancer	1489	CTF1	down
DOID:2531	hematologic cancer	4781	NFIB	down
DOID:2531	hematologic cancer	55616	ASAP3	down
DOID:2531	hematologic cancer	931	MS4A1	up
DOID:2531	hematologic cancer	933	CD22	up
DOID:2531	hematologic cancer	973	CD79A	up
DOID:2531	hematologic cancer	974	CD79B	up
DOID:2531	hematologic cancer	9805	SCRN1	down
DOID:2531	hematologic cancer	9828	ARHGEF17	down
DOID:2531	hematologic cancer	5450	POU2AF1	up
DOID:2531	hematologic cancer	4055	LTBR	down
DOID:2531	hematologic cancer	29802	VPREB3	up
DOID:2531	hematologic cancer	25796	PGLS	up
DOID:2531	hematologic cancer	25799	ZNF324	down
DOID:2531	hematologic cancer	63917	GALNT11	down
DOID:2531	hematologic cancer	23646	PLD3	down
DOID:2531	hematologic cancer	25780	RASGRP3	down
DOID:2531	hematologic cancer	63901	FAM111A	up
DOID:2531	hematologic cancer	23635	SSBP2	up
DOID:2531	hematologic cancer	23621	BACE1	down
DOID:2531	hematologic cancer	10961	ERP29	down
DOID:2531	hematologic cancer	63940	GPSM3	up
DOID:2531	hematologic cancer	23678	SGK3	down
DOID:2531	hematologic cancer	10983	CCNI	up
DOID:2531	hematologic cancer	10982	MAPRE2	up
DOID:2531	hematologic cancer	23603	CORO1C	down
DOID:2531	hematologic cancer	256949	KANK3	down
DOID:2531	hematologic cancer	25829	TMEM184B	down
DOID:2531	hematologic cancer	10922	FASTK	down
DOID:2531	hematologic cancer	25823	TPSG1	down
DOID:2531	hematologic cancer	10908	PNPLA6	down
DOID:2531	hematologic cancer	10915	TCERG1	down
DOID:2531	hematologic cancer	23583	SMUG1	down
DOID:2531	hematologic cancer	25801	GCA	down
DOID:2531	hematologic cancer	23593	HEBP2	down
DOID:2531	hematologic cancer	23590	PDSS1	up
DOID:2531	hematologic cancer	23598	PATZ1	up
DOID:2531	hematologic cancer	25865	PRKD2	up
DOID:2531	hematologic cancer	25864	ABHD14A	down
DOID:2531	hematologic cancer	10902	BRD8	up
DOID:2531	hematologic cancer	10897	YIF1A	down
DOID:2531	hematologic cancer	23518	R3HDM1	up
DOID:2531	hematologic cancer	203197	C9orf91	up
DOID:2531	hematologic cancer	23522	KAT6B	up
DOID:2531	hematologic cancer	10863	ADAM28	up
DOID:2531	hematologic cancer	39	ACAT2	down
DOID:2531	hematologic cancer	87	ACTN1	down
DOID:2531	hematologic cancer	59	ACTA2	up
DOID:2531	hematologic cancer	23483	TGDS	up
DOID:2531	hematologic cancer	10801	SEPT9	up
DOID:2531	hematologic cancer	97	ACYP1	down
DOID:2531	hematologic cancer	93	ACVR2B	up
DOID:2531	hematologic cancer	10728	PTGES3	down
DOID:2531	hematologic cancer	10734	STAG3	up
DOID:2531	hematologic cancer	10758	TRAF3IP2	up
DOID:2531	hematologic cancer	10767	HBS1L	up
DOID:2531	hematologic cancer	10762	NUP50	up
DOID:2531	hematologic cancer	10777	ARPP21	up
DOID:2531	hematologic cancer	10781	ZNF266	up
DOID:2531	hematologic cancer	10613	ERLIN1	down
DOID:2531	hematologic cancer	10611	PDLIM5	down
DOID:2531	hematologic cancer	10658	CELF1	up
DOID:2531	hematologic cancer	10664	CTCF	up
DOID:2531	hematologic cancer	284403	WDR62	up
DOID:2531	hematologic cancer	10635	RAD51AP1	down
DOID:2531	hematologic cancer	23764	MAFF	down
DOID:2531	hematologic cancer	23762	OSBP2	down
DOID:2531	hematologic cancer	10694	CCT8	up
DOID:2531	hematologic cancer	25976	TIPARP	down
DOID:2531	hematologic cancer	25926	NOL11	down
DOID:2531	hematologic cancer	30009	TBX21	up
DOID:2531	hematologic cancer	85363	TRIM5	up
DOID:2531	hematologic cancer	25941	TPGS2	up
DOID:2531	hematologic cancer	144699	FBXL14	up
DOID:2531	hematologic cancer	84851	TRIM52	up
DOID:2531	hematologic cancer	81619	TSPAN14	up
DOID:2531	hematologic cancer	81606	LBH	up
DOID:2531	hematologic cancer	29099	COMMD9	down
DOID:2531	hematologic cancer	81671	VMP1	down
DOID:2531	hematologic cancer	80776	B9D2	down
DOID:2531	hematologic cancer	80745	THUMPD2	up
DOID:2531	hematologic cancer	7073	TIAL1	up
DOID:2531	hematologic cancer	7072	TIA1	up
DOID:2531	hematologic cancer	7076	TIMP1	down
DOID:2531	hematologic cancer	23126	POGZ	up
DOID:2531	hematologic cancer	7059	THBS3	down
DOID:2531	hematologic cancer	81570	CLPB	down
DOID:2531	hematologic cancer	23178	PASK	up
DOID:2531	hematologic cancer	23164	MPRIP	up
DOID:2531	hematologic cancer	23168	RTF1	up
DOID:2531	hematologic cancer	23152	CIC	up
DOID:2531	hematologic cancer	23157	SEPT6	up
DOID:2531	hematologic cancer	23190	UBXN4	up
DOID:2531	hematologic cancer	7014	TERF2	up
DOID:2531	hematologic cancer	29127	RACGAP1	down
DOID:2531	hematologic cancer	84991	RBM17	down
DOID:2531	hematologic cancer	29105	C16orf80	down
DOID:2531	hematologic cancer	29110	TBK1	down
DOID:2531	hematologic cancer	29117	BRD7	up
DOID:2531	hematologic cancer	7168	TPM1	down
DOID:2531	hematologic cancer	23039	XPO7	up
DOID:2531	hematologic cancer	23054	NCOA6	up
DOID:2531	hematologic cancer	23047	PDS5B	up
DOID:2531	hematologic cancer	7102	TSPAN7	up
DOID:2531	hematologic cancer	23090	ZNF423	up
DOID:2531	hematologic cancer	23091	ZC3H13	up
DOID:2531	hematologic cancer	7112	TMPO	up
DOID:2531	hematologic cancer	7106	TSPAN4	down
DOID:2531	hematologic cancer	7107	GPR137B	down
DOID:2531	hematologic cancer	7123	CLEC3B	down
DOID:2531	hematologic cancer	7128	TNFAIP3	up
DOID:2531	hematologic cancer	7153	TOP2A	up
DOID:2531	hematologic cancer	23423	TMED3	down
DOID:2531	hematologic cancer	23435	TARDBP	up
DOID:2531	hematologic cancer	23397	NCAPH	down
DOID:2531	hematologic cancer	23398	PPWD1	down
DOID:2531	hematologic cancer	114876	OSBPL1A	down
DOID:2531	hematologic cancer	23394	ADNP	up
DOID:2531	hematologic cancer	23390	ZDHHC17	up
DOID:2531	hematologic cancer	23369	PUM2	up
DOID:2531	hematologic cancer	23360	FNBP4	up
DOID:2531	hematologic cancer	96764	TGS1	up
DOID:2531	hematologic cancer	23305	ACSL6	up
DOID:2531	hematologic cancer	23338	PHF15	up
DOID:2531	hematologic cancer	23334	SZT2	up
DOID:2531	hematologic cancer	23234	DNAJC9	up
DOID:2531	hematologic cancer	286527	TMSB15B	up
DOID:2531	hematologic cancer	79805	VASH2	up
DOID:2531	hematologic cancer	8208	CHAF1B	down
DOID:2531	hematologic cancer	8242	KDM5C	up
DOID:2531	hematologic cancer	79829	NAA40	up
DOID:2531	hematologic cancer	8233	ZRSR2	up
DOID:2531	hematologic cancer	79837	PIP4K2C	down
DOID:2531	hematologic cancer	8228	PNPLA4	down
DOID:2531	hematologic cancer	50865	HEBP1	down
DOID:2531	hematologic cancer	10051	SMC4	up
DOID:2531	hematologic cancer	79869	CPSF7	up
DOID:2531	hematologic cancer	10044	SH2D3C	up
DOID:2531	hematologic cancer	10045	SH2D3A	up
DOID:2531	hematologic cancer	79867	TCTN2	up
DOID:2531	hematologic cancer	2123	EVI2A	up
DOID:2531	hematologic cancer	10036	CHAF1A	up
DOID:2531	hematologic cancer	9749	PHACTR2	down
DOID:2531	hematologic cancer	79891	ZNF671	up
DOID:2531	hematologic cancer	79892	MCMBP	up
DOID:2531	hematologic cancer	79893	GGNBP2	up
DOID:2531	hematologic cancer	2161	F12	down
DOID:2531	hematologic cancer	8295	TRRAP	up
DOID:2531	hematologic cancer	2175	FANCA	up
DOID:2531	hematologic cancer	11120	BTN2A1	up
DOID:2531	hematologic cancer	9757	MLL4	up
DOID:2531	hematologic cancer	2180	ACSL1	down
DOID:2531	hematologic cancer	9761	MLEC	down
DOID:2531	hematologic cancer	55015	PRPF39	down
DOID:2531	hematologic cancer	55014	STX17	up
DOID:2531	hematologic cancer	11190	CEP250	up
DOID:2531	hematologic cancer	11198	SUPT16H	up
DOID:2531	hematologic cancer	8263	F8A1	up
DOID:2531	hematologic cancer	9792	SERTAD2	down
DOID:2531	hematologic cancer	9794	MAML1	up
DOID:2531	hematologic cancer	11188	NISCH	up
DOID:2531	hematologic cancer	9787	DLGAP5	down
DOID:2531	hematologic cancer	8289	ARID1A	up
DOID:2531	hematologic cancer	8273	SLC10A3	down
DOID:2531	hematologic cancer	11236	RNF139	down
DOID:2531	hematologic cancer	9702	CEP57	down
DOID:2531	hematologic cancer	9716	AQR	up
DOID:2531	hematologic cancer	11215	AKAP11	up
DOID:2531	hematologic cancer	9733	SART3	up
DOID:2531	hematologic cancer	9729	KIAA0408	up
DOID:2531	hematologic cancer	10146	G3BP1	up
DOID:2531	hematologic cancer	10129	FRY	up
DOID:2531	hematologic cancer	10125	RASGRP1	up
DOID:2531	hematologic cancer	79703	C11orf80	down
DOID:2531	hematologic cancer	79707	NOL9	up
DOID:2531	hematologic cancer	79709	GLT25D1	up
DOID:2531	hematologic cancer	79717	PPCS	down
DOID:2531	hematologic cancer	79718	TBL1XR1	up
DOID:2531	hematologic cancer	8115	TCL1A	up
DOID:2531	hematologic cancer	79744	ZNF419	up
DOID:2531	hematologic cancer	3384	ICAM2	up
DOID:2531	hematologic cancer	3361	HTR5A	down
DOID:2531	hematologic cancer	3355	HTR1F	up
DOID:2531	hematologic cancer	2237	FEN1	down
DOID:2531	hematologic cancer	3339	HSPG2	down
DOID:2531	hematologic cancer	11018	TMED1	down
DOID:2531	hematologic cancer	3340	NDST1	down
DOID:2531	hematologic cancer	11011	TLK2	up
DOID:2531	hematologic cancer	11004	KIF2C	down
DOID:2531	hematologic cancer	11034	DSTN	down
DOID:2531	hematologic cancer	2273	FHL1	up
DOID:2531	hematologic cancer	2275	FHL3	down
DOID:2531	hematologic cancer	79763	ISOC2	down
DOID:2531	hematologic cancer	11022	TDRKH	up
DOID:2531	hematologic cancer	2286	FKBP2	down
DOID:2531	hematologic cancer	79778	MICALL2	down
DOID:2531	hematologic cancer	11051	NUDT21	down
DOID:2531	hematologic cancer	11046	SLC35D2	down
DOID:2531	hematologic cancer	11044	PAPD7	up
DOID:2531	hematologic cancer	9679	FAM53B	up
DOID:2531	hematologic cancer	9662	CEP135	up
DOID:2531	hematologic cancer	11119	BTN3A1	up
DOID:2531	hematologic cancer	11113	CIT	up
DOID:2531	hematologic cancer	10015	PDCD6IP	up
DOID:2531	hematologic cancer	116984	ARAP2	up
DOID:2531	hematologic cancer	196403	DTX3	down
DOID:2531	hematologic cancer	50624	CUZD1	up
DOID:2531	hematologic cancer	79612	NAA16	up
DOID:2531	hematologic cancer	8438	RAD54L	down
DOID:2531	hematologic cancer	79629	OCEL1	down
DOID:2531	hematologic cancer	8444	DYRK3	up
DOID:2531	hematologic cancer	8428	STK24	up
DOID:2531	hematologic cancer	8467	SMARCA5	down
DOID:2531	hematologic cancer	9588	PRDX6	down
DOID:2531	hematologic cancer	9589	WTAP	up
DOID:2531	hematologic cancer	8455	ATRN	down
DOID:2531	hematologic cancer	9583	ENTPD4	up
DOID:2531	hematologic cancer	8481	OFD1	up
DOID:2531	hematologic cancer	8480	RAE1	up
DOID:2531	hematologic cancer	79690	GAL3ST4	up
DOID:2531	hematologic cancer	9578	CDC42BPB	down
DOID:2531	hematologic cancer	79643	CHMP6	down
DOID:2531	hematologic cancer	79656	BEND5	up
DOID:2531	hematologic cancer	79658	ARHGAP10	down
DOID:2531	hematologic cancer	79664	NARG2	up
DOID:2531	hematologic cancer	3459	IFNGR1	up
DOID:2531	hematologic cancer	79661	NEIL1	up
DOID:2531	hematologic cancer	9517	SPTLC2	up
DOID:2531	hematologic cancer	8317	CDC7	up
DOID:2531	hematologic cancer	8318	CDC45	down
DOID:2531	hematologic cancer	8324	FZD7	down
DOID:2531	hematologic cancer	8309	ACOX2	down
DOID:2531	hematologic cancer	9470	EIF4E2	down
DOID:2531	hematologic cancer	9454	HOMER3	down
DOID:2531	hematologic cancer	9456	HOMER1	down
DOID:2531	hematologic cancer	9459	ARHGEF6	up
DOID:2531	hematologic cancer	9450	LY86	up
DOID:2531	hematologic cancer	92579	G6PC3	down
DOID:2531	hematologic cancer	79596	RNF219	up
DOID:2531	hematologic cancer	8398	PLA2G6	up
DOID:2531	hematologic cancer	9448	MAP4K4	up
DOID:2531	hematologic cancer	79590	MRPL24	down
DOID:2531	hematologic cancer	79594	MUL1	down
DOID:2531	hematologic cancer	2078	ERG	up
DOID:2531	hematologic cancer	11253	MAN1B1	down
DOID:2531	hematologic cancer	2051	EPHB6	up
DOID:2531	hematologic cancer	9410	SNRNP40	down
DOID:2531	hematologic cancer	3575	IL7R	up
DOID:2531	hematologic cancer	2048	EPHB2	down
DOID:2531	hematologic cancer	2063	NR2F6	down
DOID:2531	hematologic cancer	9402	GRAP2	down
DOID:2531	hematologic cancer	11278	KLF12	up
DOID:2531	hematologic cancer	2026	ENO2	down
DOID:2531	hematologic cancer	2038	EPB42	up
DOID:2531	hematologic cancer	11328	FKBP9	down
DOID:2531	hematologic cancer	11336	EXOC3	down
DOID:2531	hematologic cancer	11344	TWF2	down
DOID:2531	hematologic cancer	3621	ING1	up
DOID:2531	hematologic cancer	3611	ILK	down
DOID:2531	hematologic cancer	3613	IMPA2	down
DOID:2531	hematologic cancer	3608	ILF2	down
DOID:2531	hematologic cancer	3606	IL18	down
DOID:2531	hematologic cancer	84705	GTPBP3	up
DOID:2531	hematologic cancer	50813	COPS7A	down
DOID:2531	hematologic cancer	9326	ZNHIT3	down
DOID:2531	hematologic cancer	9334	B4GALT5	down
DOID:2531	hematologic cancer	9348	NDST3	up
DOID:2531	hematologic cancer	9341	VAMP3	down
DOID:2531	hematologic cancer	3692	EIF6	down
DOID:2531	hematologic cancer	3693	ITGB5	down
DOID:2531	hematologic cancer	55423	SIRPG	up
DOID:2531	hematologic cancer	55422	ZNF331	up
DOID:2531	hematologic cancer	3638	INSIG1	down
DOID:2531	hematologic cancer	3669	ISG20	up
DOID:2531	hematologic cancer	10591	C6orf108	down
DOID:2531	hematologic cancer	10578	GNLY	up
DOID:2531	hematologic cancer	10572	SIVA1	up
DOID:2531	hematologic cancer	3702	ITK	up
DOID:2531	hematologic cancer	10560	SLC19A2	down
DOID:2531	hematologic cancer	10550	ARL6IP5	down
DOID:2531	hematologic cancer	10551	AGR2	down
DOID:2531	hematologic cancer	22974	TPX2	down
DOID:2531	hematologic cancer	22981	NINL	up
DOID:2531	hematologic cancer	22985	ACIN1	up
DOID:2531	hematologic cancer	10512	SEMA3C	down
DOID:2531	hematologic cancer	22938	SNW1	down
DOID:2531	hematologic cancer	22954	TRIM32	up
DOID:2531	hematologic cancer	165	AEBP1	up
DOID:2531	hematologic cancer	55366	LGR4	down
DOID:2531	hematologic cancer	177	AGER	up
DOID:2531	hematologic cancer	84196	USP48	up
DOID:2531	hematologic cancer	182	JAG1	down
DOID:2531	hematologic cancer	55337	C19orf66	up
DOID:2531	hematologic cancer	9209	LRRFIP2	up
DOID:2531	hematologic cancer	9212	AURKB	up
DOID:2531	hematologic cancer	9215	LARGE	up
DOID:2531	hematologic cancer	55353	LAPTM4B	down
DOID:2531	hematologic cancer	84168	ANTXR1	down
DOID:2531	hematologic cancer	141	ADPRH	down
DOID:2531	hematologic cancer	399687	MYO18A	up
DOID:2531	hematologic cancer	55313	CPPED1	down
DOID:2531	hematologic cancer	9235	IL32	down
DOID:2531	hematologic cancer	148022	TICAM1	down
DOID:2531	hematologic cancer	196	AHR	down
DOID:2531	hematologic cancer	9282	MED14	up
DOID:2531	hematologic cancer	9284	NPIP	up
DOID:2531	hematologic cancer	9266	CYTH2	up
DOID:2531	hematologic cancer	10480	EIF3M	up
DOID:2531	hematologic cancer	10473	HMGN4	down
DOID:2531	hematologic cancer	10472	ZNF238	up
DOID:2531	hematologic cancer	10474	TADA3	down
DOID:2531	hematologic cancer	3848	KRT1	up
DOID:2531	hematologic cancer	10492	SYNCRIP	up
DOID:2531	hematologic cancer	9184	BUB3	up
DOID:2531	hematologic cancer	10451	VAV3	up
DOID:2531	hematologic cancer	10403	NDC80	down
DOID:2531	hematologic cancer	22878	TRAPPC8	up
DOID:2531	hematologic cancer	22882	ZHX2	up
DOID:2531	hematologic cancer	10428	CFDP1	up
DOID:2531	hematologic cancer	100	ADA	up
DOID:2531	hematologic cancer	22869	ZNF510	up
DOID:2531	hematologic cancer	22836	RHOBTB3	down
DOID:2531	hematologic cancer	22846	VASH1	up
DOID:2531	hematologic cancer	55291	PPP6R3	up
DOID:2531	hematologic cancer	55294	FBXW7	up
DOID:2531	hematologic cancer	22823	MTF2	up
DOID:2531	hematologic cancer	8019	BRD3	up
DOID:2531	hematologic cancer	55213	RCBTB1	up
DOID:2531	hematologic cancer	84296	GINS4	up
DOID:2531	hematologic cancer	55207	ARL8B	down
DOID:2531	hematologic cancer	55278	QRSL1	up
DOID:2531	hematologic cancer	78992	YIPF2	down
DOID:2531	hematologic cancer	8061	FOSL1	down
DOID:2531	hematologic cancer	55256	ADI1	down
DOID:2531	hematologic cancer	55251	PCMTD2	up
DOID:2531	hematologic cancer	55252	ASXL2	up
DOID:2531	hematologic cancer	55243	KIRREL	down
DOID:2531	hematologic cancer	10295	BCKDK	down
DOID:2531	hematologic cancer	9144	SYNGR2	down
DOID:2531	hematologic cancer	56984	PSMG2	down
DOID:2531	hematologic cancer	10274	STAG1	up
DOID:2531	hematologic cancer	54165	DCUN1D1	up
DOID:2531	hematologic cancer	3015	H2AFZ	down
DOID:2531	hematologic cancer	54148	MRPL39	up
DOID:2531	hematologic cancer	3054	HCFC1	up
DOID:2531	hematologic cancer	9113	LATS1	up
DOID:2531	hematologic cancer	9110	MTMR4	up
DOID:2531	hematologic cancer	3043	HBB	up
DOID:2531	hematologic cancer	56948	SDR39U1	up
DOID:2531	hematologic cancer	56941	C3orf37	up
DOID:2531	hematologic cancer	9123	SLC16A3	down
DOID:2531	hematologic cancer	9133	CCNB2	up
DOID:2531	hematologic cancer	3082	HGF	up
DOID:2531	hematologic cancer	3925	STMN1	up
DOID:2531	hematologic cancer	3920	LAMP2	down
DOID:2531	hematologic cancer	10336	PCGF3	up
DOID:2531	hematologic cancer	10320	IKZF1	up
DOID:2531	hematologic cancer	3938	LCT	up
DOID:2531	hematologic cancer	3930	LBR	up
DOID:2531	hematologic cancer	3932	LCK	up
DOID:2531	hematologic cancer	10385	BTN2A2	up
DOID:2531	hematologic cancer	10384	BTN3A3	up
DOID:2531	hematologic cancer	3956	LGALS1	down
DOID:2531	hematologic cancer	3957	LGALS2	down
DOID:2531	hematologic cancer	3981	LIG4	up
DOID:2531	hematologic cancer	55186	SLC25A36	up
DOID:2531	hematologic cancer	55193	PBRM1	up
DOID:2531	hematologic cancer	26986	PABPC1	up
DOID:2531	hematologic cancer	55165	CEP55	down
DOID:2531	hematologic cancer	26999	CYFIP2	up
DOID:2531	hematologic cancer	55116	TMEM39B	up
DOID:2531	hematologic cancer	55129	ANO10	down
DOID:2531	hematologic cancer	56898	BDH2	up
DOID:2531	hematologic cancer	56894	AGPAT3	down
DOID:2531	hematologic cancer	55159	RFWD3	down
DOID:2531	hematologic cancer	55153	SDAD1	up
DOID:2531	hematologic cancer	55143	CDCA8	down
DOID:2531	hematologic cancer	55147	RBM23	up
DOID:2531	hematologic cancer	3148	HMGB2	up
DOID:2531	hematologic cancer	9049	AIP	up
DOID:2531	hematologic cancer	3155	HMGCL	down
DOID:2531	hematologic cancer	10155	TRIM28	up
DOID:2531	hematologic cancer	10161	LPAR6	up
DOID:2531	hematologic cancer	54039	PCBP3	up
DOID:2531	hematologic cancer	9055	PRC1	down
DOID:2531	hematologic cancer	9053	MAP7	down
DOID:2531	hematologic cancer	9025	RNF8	up
DOID:2531	hematologic cancer	10181	RBM5	up
DOID:2531	hematologic cancer	10184	LHFPL2	down
DOID:2531	hematologic cancer	79966	SCD5	up
DOID:2531	hematologic cancer	79969	ATAT1	up
DOID:2531	hematologic cancer	56829	ZC3HAV1	up
DOID:2531	hematologic cancer	3196	TLX2	down
DOID:2531	hematologic cancer	3189	HNRNPH3	up
DOID:2531	hematologic cancer	3183	HNRNPC	up
DOID:2531	hematologic cancer	79932	KIAA0319L	down
DOID:2531	hematologic cancer	79902	NUP85	down
DOID:2531	hematologic cancer	79901	CYBRD1	down
DOID:2531	hematologic cancer	79918	SETD6	down
DOID:2531	hematologic cancer	10239	AP3S2	down
DOID:2531	hematologic cancer	10252	SPRY1	up
DOID:2531	hematologic cancer	55048	VPS37C	down
DOID:2531	hematologic cancer	55062	WIPI1	down
DOID:2531	hematologic cancer	55088	C10orf118	up
DOID:2531	hematologic cancer	55090	MED9	up
DOID:2531	hematologic cancer	84364	ARFGAP2	up
DOID:2531	hematologic cancer	535	ATP6V0A1	down
DOID:2531	hematologic cancer	534	ATP6V1G2	up
DOID:2531	hematologic cancer	2954	GSTZ1	down
DOID:2531	hematologic cancer	2956	MSH6	up
DOID:2531	hematologic cancer	1827	RCAN1	up
DOID:2531	hematologic cancer	6877	TAF5	up
DOID:2531	hematologic cancer	1841	DTYMK	up
DOID:2531	hematologic cancer	1845	DUSP3	down
DOID:2531	hematologic cancer	1830	DSG3	up
DOID:2531	hematologic cancer	2993	GYPA	up
DOID:2531	hematologic cancer	2994	GYPB	up
DOID:2531	hematologic cancer	580	BARD1	up
DOID:2531	hematologic cancer	1800	DPEP1	up
DOID:2531	hematologic cancer	8914	TIMELESS	up
DOID:2531	hematologic cancer	8968	HIST1H3F	up
DOID:2531	hematologic cancer	6830	SUPT6H	up
DOID:2531	hematologic cancer	1859	DYRK1A	up
DOID:2531	hematologic cancer	6839	SUV39H1	up
DOID:2531	hematologic cancer	2908	NR3C1	up
DOID:2531	hematologic cancer	55706	TMEM48	down
DOID:2531	hematologic cancer	6843	VAMP1	up
DOID:2531	hematologic cancer	6844	VAMP2	up
DOID:2531	hematologic cancer	2920	CXCL2	down
DOID:2531	hematologic cancer	4711	NDUFB5	down
DOID:2531	hematologic cancer	55757	UGGT2	down
DOID:2531	hematologic cancer	55753	OGDHL	down
DOID:2531	hematologic cancer	55751	TMEM184C	down
DOID:2531	hematologic cancer	4600	MX2	up
DOID:2531	hematologic cancer	55723	ASF1B	up
DOID:2531	hematologic cancer	56623	INPP5E	up
DOID:2531	hematologic cancer	55795	PCID2	up
